Copper Queen/Connex Secondary ,8,
Crema Primary School,8,
Cyrene Mission,7,
Dalny Mine High School,5,
Dalny Mine No. 1 School,5,
Dalny Mine No. 2 (Tafara) Scho,5,
Damba Secondary School,3,
Dampa Secondary School [[Cross,6,
Dandanda Primary School – [[Lu,6,
Daramombe High School,3,
Davambi Primary School,8,
Defe Secondary School,8,
Dekezi Secondary School,7,
Destiny Nursery and Primary sc,1,
Dewe Primary School,8,
Diba Primary School,7,
Dimpamiwa Primary School – [[N,6,
Domboremavara Secondary School,3,
Dondoshava Secondary School,5,
Dopota Sawi Primary School,8,
Dukaupfu Secondary School,8,
Dzvandamutusva Secondary Schoo,4,
Ekusileni Primary School,7,
Ekusileni Secondary School,7,
Embakwe High School,7,
Empandeni Girls High School,7,
Fatima High School,6,
Fumugwe Primary School – [[Mat,7,
Ganyungu Primary School,8,
Gavhunga Secondary School,5,
Glass Block No 3 School,7,
Gloag High School – [[Turk Min,6,
Gogo High School – Dandanda,6,
Gomoguru Secondary School,8,
Gubula Primary School,7,
Gumbonzvanda Secondary School,3,
Gumunyu Secondary School,8,
Gurawakanya Primary School,8,
Gwambe Primary School,7,
Gwamure/Ganyungu High School,8,
Gwanda Government School,7,
Gwanda High School,7,
Gwanyika Primary School,8,
Gwenungu Primary School,8,
Gwenya Primary School,8,
Halale Primary School – [[Mato,7,
Hlangabeza High School – [[Nka,6,
Hlanganani Primary School,7,
Holy Spirit Ruzane Secondary S,3,
Homestead Primary School,7,
Hovano Secondary School – {{ci,8,
Inyathi High School – [[Inyati,6,
Ivimila High School – {{citati,7,
Jiri Primary School,8,
JZ Moyo High School – near [[W,7,
Kahobo Primary School,8,
Kasikana Primary School,8,
Kasuwe Secondary School,8,
KupzKattz High School,5,
Kwenda Mission – boarding scho,3,
Lomagundi College,5,
Madzivire Secondary School,3,
Mahetshe Primary School,7,
Mahusvu Secondary School,3,
Maliyami Primary School,8,
Manama High School – [[Gwanda ,7,
Manyene (Holy Cross) Primary S,3,
Manyene (Holy Cross) Secondary,3,
Manyoni secondary school,5,
Mapfungautsi Secondary School,8,
Maphisa Primary,7,
Maqhekeni Secondary School,7,
Marimasimbe High School,8,
Marinoha Primary School,7,
Marist Brothers High School – ,6,
Marondamashanu Secondary Schoo,3,
Masemo Primary School,8,
Masuka Secondary School,8,
Matanha Secondary School,5,
Mateme High School,6,
Mateta Rujeko Secondary School,8,
Mathendele Primary School – P.,6,
Matjinge High School,7,
Matopo Mission – boarding scho,7,
Matopo Research Primary School,7,
Matshamhlophe Primary School,7,
Mawabeni Secondary School,7,
Mazhayimbe Primary School,7,
Mbokodo Primary School,7,
Mbuso Primary School,7,
Mganwini Primary School,7,
Mhangura Secondary School,5,
Mhari High School,3,
Minda High School,7,
Mkhalipe Primary School,7,
Mlomwe Primary School,7,
Mosi-oa-Tunya High,6,
Mqabuko Nkomo High School,7,
Msasane Primary School – {{cit,7,
Msithi Primary School,7,
Mt St Mary's Mission School – ,3,
Mtshabezi High School – boardi,7,
Muchemwa High School,5,
Mudawarima Secondary School,3,
Mudzongwe Primary School,8,
Mufudzi Secondary School,3,
Murandu Primary School,8,
Musadzi High School,8,
Musadzi Secondary School,8,
Mushipe Secondary School,3,
Musunambi Secondary School,5,
Mutoro Secondary School,3,
Mvuthu High School- [[Esigodin,7,
Mvuthu Primary School- [[Esigo,7,
Mwembesi Primary School,8,
Mzingwane High School – [[Esig,7,
Mzinyathi Secondary School,7,
Ndola Primary School,7,
Ndolwane/Siyaphambili Secondar,7,
Nechibondo Primary School – [[,6,
Nemakonde High School,5,
Nemane Adventist High School –,6,
Nemangwe Secondary School,8,
Nembudziya Government Secondar,8,
Neshangwe High School,3,
Ngezi Barracks High School,5,
Ngezi High School,5,
Ngoma Primary School,7,
Nhwali Primary School,7,
Nhwali Secondary School,7,
Njelele High School,8,
Njelele Primary School – [[Mat,7,
Nkashe Secondary School,7,
Nkayi Secondary School – [[Nka,6,
Nsezi Secondary School,7,
Nsiza Primary School,7,
Ntepe Primary School,7,
Ntunteni Primary School,7,
Nyamacheni Primary School,8,
Nyamime Primary School,7,
Nyamuroro Kubatana Secondary S,8,
Nyamuroro Primary School – {{c,8,
Nyaurungwe Primary School,8,
Nyika Secondary School,5,
Nyoka Primary School,8,
Nzenya Primary School,7,
Osabeni Primary School – {{cit,7,
Plumtree School – [[Plumtree,7,
Quality Junior School,1,
Rambanapasi Secondary School,3,
Raps Primary School,7,
Regina Mundi Secondary School ,6,
Ridziwi Secondary School,5,
Ronga Primary School,8,
Runyararo Primary School,1,
Ruvheneko Primary School,1,
Ruwa Primary School,1,
Sadza Secondary School,3,
Saint Alberts High School,4,
Saint Ignatius College (Zimbab,3,
Saint Joseph's School (Chishaw,3,
Saint Peter Claver Primary Sch,3,
Saint Peter Claver Secondary S,3,
Sangulube Secondary School,7,
Sanzukwi Primary School,7,
Sanzukwi Secondary School,7,
Sasikari Tanda Secondary Schoo,8,
SDA Chisina Primary School,8,
Seboza Primary School,7,
Sengwa High School,8,
Sengwa Primary School,8,
Seula Primary School,7,
Seula Secondary School,7,
Shashane Sec School,7,
Sikhathini Secondary School,7,
Sikopo Primary School,7,
Silonga Secondary School,7,
Simbe Primary School,8,
Simukai Secondary School,3,
Singwango Primary School – [[F,7,
Singwango Secondary School – [,7,
Somapani Primary School,8,
St Anna Primary School,7,
St Anna Secondary School,7,
St Anne's Goto High School,3,
St Augustine's Chitida Seconda,3,
ST Cuthberth Primary School,8,
St Dominic's Chishawasha,3,
St George's Primary School – [,6,
St Joseph's Primary School (Ma,7,
St Margaret's Chigondo Seconda,3,
St Mathew's Primary School,7,
St Mathias Ruswa Secondary Sch,3,
St Michaels Secondary,5,
St Oswalds High School,5,
St Paul's Secondary School,8,
St Peter's Claver Gangare Prim,3,
St Thomas Aquinas Secondary Sc,3,
St. James High School,6,
Sukwe Primary School,7,
Sunganai Secondary School,8,
Svisvi Primary School,8,
T. C. Hardy Secondary School,1,
Tachi Primary School,8,
Tare Secondary School,8,
Thekwane High School – boardin,7,
Thekwane Primary School,7,
Thorncroft Primary School,1,
Tjehanga Primary School,7,
Tjewondo Primary School,7,
Tokwana Primary School,7,
Tokwana Secondary School,7,
Tongwe Secondary/Nyarupakwe Hi,8,
Tshabanda Adventist High Schoo,6,
Tshanyaugwe Secondary School,7,
Tshazi Primary School,7,
Tsholotsho High School – [[Tsh,6,
Tsungai Primary School,8,
Usher High School,7,
Victoria Falls Primary School ,6,
Waddilove High School – [[Maro,3,
Wanezi High School,7,
Wanganui High School,5,
Wedza High School,3,
Whitewater Secondary School,7,
Windsor Primary School,1,
Winwood College,1,
Zamanyoni Primary School,7,
Zamanyoni Secondary School,7,
Zengeya Primary School,8,
Zhamba Primary School,8,
Zhampali Primary School,7,
Zimondi Secondary School,3,
Zimre Primary School,1,
Zuru Primary School,3,
